Stage 1 of 3 (L): Inserted 18083 entries in 0.446768 seconds.
Stage 2 of 3 (B): Inserted 13503 entries in 35.1348 seconds.
Stage 3 of 3 (H): Inserted 10709 entries in 12.085 seconds.
"Saved Space","Number Of Duplicates","File Size","List of Names"
25463,1,25463,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/lib/v1/mtr_cases.pl;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/lib/v1/mtr_cases.pl
25443,1,25443,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/innodb/r/innodb_gis.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/innodb/r/innodb_gis.result
25435,1,25435,/usr/local/boost_old/include/boost/numeric/ublas/traits.hpp;/usr/local/boost/include/boost/numeric/ublas/traits.hpp
25389,1,25389,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/innodb/t/innodb_bug36169.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/innodb/t/innodb_bug36169.test
25376,1,25376,/usr/local/boost_old/include/boost/fusion/tuple/detail/preprocessed/tuple20.hpp;/usr/local/boost/include/boost/fusion/tuple/detail/preprocessed/tuple20.hpp
25320,1,25320,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/t/trigger_notembedded.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/t/trigger_notembedded.test
25279,1,25279,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/t/ta_string_to_index.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/t/ta_string_to_index.test
25250,1,25250,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/rpl/t/rpl_variables.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/rpl/t/rpl_variables.test
25226,1,25226,/usr/local/boost_old/include/boost/heap/d_ary_heap.hpp;/usr/local/boost/include/boost/heap/d_ary_heap.hpp
25213,1,25213,/usr/local/boost_old/include/boost/mpi/nonblocking.hpp;/usr/local/boost/include/boost/mpi/nonblocking.hpp
25212,1,25212,/usr/local/boost_old/include/boost/math/distributions/negative_binomial.hpp;/usr/local/boost/include/boost/math/distributions/negative_binomial.hpp
25180,1,25180,/usr/local/boost_old/include/boost/icl/concept/interval_map.hpp;/usr/local/boost/include/boost/icl/concept/interval_map.hpp
25161,1,25161,/usr/local/boost_old/include/boost/numeric/odeint/stepper/bulirsch_stoer.hpp;/usr/local/boost/include/boost/numeric/odeint/stepper/bulirsch_stoer.hpp
25158,1,25158,/usr/local/boost_old/include/boost/phoenix/bind/preprocessed/bind_function_20.hpp;/usr/local/boost/include/boost/phoenix/bind/preprocessed/bind_function_20.hpp
25103,1,25103,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/r/ai_init_insert_id.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/r/ai_init_insert_id.result
25091,1,25091,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/t/tc_partition_hash.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/t/tc_partition_hash.test
25075,1,25075,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/include/ps_query.inc;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/include/ps_query.inc
25058,1,25058,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/innodb/t/innodb_mysql.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/innodb/t/innodb_mysql.test
25053,1,25053,/usr/local/boost_old/include/boost/graph/undirected_graph.hpp;/usr/local/boost/include/boost/graph/undirected_graph.hpp
25035,1,25035,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/t/ta_column_to_not_null.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/t/ta_column_to_not_null.test
25035,1,25035,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/t/ta_column_to_null.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/t/ta_column_to_null.test
25034,1,25034,/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/test-ATIS;/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/test-ATIS
24961,1,24961,/usr/local/boost_old/include/boost/algorithm/string/regex.hpp;/usr/local/boost/include/boost/algorithm/string/regex.hpp
24936,1,24936,/usr/local/boost_old/include/boost/interprocess/mem_algo/detail/mem_algo_common.hpp;/usr/local/boost/include/boost/interprocess/mem_algo/detail/mem_algo_common.hpp
24923,1,24923,/usr/local/boost_old/include/boost/heap/fibonacci_heap.hpp;/usr/local/boost/include/boost/heap/fibonacci_heap.hpp
24918,1,24918,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/t/xml.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/t/xml.test
24895,1,24895,/usr/local/boost_old/include/boost/graph/betweenness_centrality.hpp;/usr/local/boost/include/boost/graph/betweenness_centrality.hpp
24791,1,24791,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/rpl/t/rpl_variables_stm.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/rpl/t/rpl_variables_stm.test
24775,1,24775,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/single_delete_update.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/single_delete_update.result
24751,1,24751,/usr/local/boost_old/include/boost/property_map/parallel/distributed_property_map.hpp;/usr/local/boost/include/boost/property_map/parallel/distributed_property_map.hpp
24738,3,8246,/usr/local/boost_old/include/boost/mpl/aux_/preprocessed/bcc_pre590/reverse_iter_fold_impl.hpp;/usr/local/boost_old/include/boost/mpl/aux_/preprocessed/bcc/reverse_iter_fold_impl.hpp;/usr/local/boost/include/boost/mpl/aux_/preprocessed/bcc_pre590/reverse_iter_fold_impl.hpp;/usr/local/boost/include/boost/mpl/aux_/preprocessed/bcc/reverse_iter_fold_impl.hpp
24718,1,24718,/usr/local/boost_old/include/boost/iostreams/filter/gzip.hpp;/usr/local/boost/include/boost/iostreams/filter/gzip.hpp
24695,1,24695,/usr/local/boost_old/include/boost/preprocessor/list/to_array.hpp;/usr/local/boost/include/boost/preprocessor/list/to_array.hpp
24661,1,24661,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/t/ai_init_insert_id.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/t/ai_init_insert_id.test
24653,1,24653,/usr/local/boost_old/include/boost/proto/operators.hpp;/usr/local/boost/include/boost/proto/operators.hpp
24649,1,24649,/usr/local/boost_old/include/boost/pool/detail/pool_construct.ipp;/usr/local/boost/include/boost/pool/detail/pool_construct.ipp
24648,1,24648,/usr/local/boost_old/include/boost/preprocessor/tuple/rem.hpp;/usr/local/boost/include/boost/preprocessor/tuple/rem.hpp
24592,1,24592,/usr/local/mysql-5.5.28-osx10.6-x86_64/lib/plugin/semisync_slave.so;/usr/local/mysql-5.5.28-osx10.6-x86_64/lib/plugin/semisync_slave.so
24583,1,24583,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/iuds/r/update_time.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/iuds/r/update_time.result
24582,1,24582,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/information_schema_routines.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/information_schema_routines.result
24576,3,8192,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/funcs_1/r/myisam_storedproc_07.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/funcs_1/r/memory_storedproc_07.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/funcs_1/r/myisam_storedproc_07.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/funcs_1/r/memory_storedproc_07.result
24547,1,24547,/usr/local/boost_old/include/boost/mpl/string.hpp;/usr/local/boost/include/boost/mpl/string.hpp
24541,1,24541,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/t/ai_init_create_table.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/t/ai_init_create_table.test
24538,1,24538,/usr/local/boost_old/include/boost/polygon/detail/polygon_90_set_view.hpp;/usr/local/boost/include/boost/polygon/detail/polygon_90_set_view.hpp
24536,1,24536,/usr/local/mysql-5.5.28-osx10.6-x86_64/lib/plugin/debug/semisync_slave.so;/usr/local/mysql-5.5.28-osx10.6-x86_64/lib/plugin/debug/semisync_slave.so
24535,1,24535,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/parser_precedence.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/parser_precedence.result
24517,1,24517,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/funcs_1/r/is_routines_embedded.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/funcs_1/r/is_routines_embedded.result
24502,1,24502,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_auto_increment_myisam.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_auto_increment_myisam.result
24491,1,24491,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/t/ctype_utf32.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/t/ctype_utf32.test
24450,1,24450,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/funcs_1/r/is_tables_mysql_embedded.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/funcs_1/r/is_tables_mysql_embedded.result
24418,1,24418,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/rpl_extraColmaster_innodb.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/rpl_extraColmaster_innodb.result
24418,1,24418,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/rpl_extraColmaster_myisam.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/rpl_extraColmaster_myisam.result
24404,1,24404,/usr/local/boost_old/include/boost/preprocessor/tuple/to_seq.hpp;/usr/local/boost/include/boost/preprocessor/tuple/to_seq.hpp
24340,1,24340,/usr/local/boost_old/include/boost/range/mfc.hpp;/usr/local/boost/include/boost/range/mfc.hpp
24340,1,24340,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_auto_increment_memory.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_auto_increment_memory.result
24328,1,24328,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_auto_increment_innodb.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_auto_increment_innodb.result
24264,1,24264,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/t/sp-security.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/t/sp-security.test
24256,1,24256,/usr/local/boost_old/include/boost/fusion/adapted/struct/detail/define_struct.hpp;/usr/local/boost/include/boost/fusion/adapted/struct/detail/define_struct.hpp
24213,1,24213,/usr/local/boost_old/include/boost/geometry/algorithms/detail/overlay/handle_tangencies.hpp;/usr/local/boost/include/boost/geometry/algorithms/detail/overlay/handle_tangencies.hpp
24194,1,24194,/usr/local/boost_old/include/boost/spirit/home/lex/lexer/lexertl/static_functor_data.hpp;/usr/local/boost/include/boost/spirit/home/lex/lexer/lexertl/static_functor_data.hpp
24169,1,24169,/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/mysql-3.23.cfg;/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/mysql-3.23.cfg
24118,1,24118,/usr/local/boost_old/include/boost/numeric/odeint/stepper/base/explicit_error_stepper_base.hpp;/usr/local/boost/include/boost/numeric/odeint/stepper/base/explicit_error_stepper_base.hpp
24090,1,24090,/usr/local/boost_old/include/boost/numeric/ublas/detail/vector_assign.hpp;/usr/local/boost/include/boost/numeric/ublas/detail/vector_assign.hpp
24088,1,24088,/usr/local/boost_old/include/boost/graph/kamada_kawai_spring_layout.hpp;/usr/local/boost/include/boost/graph/kamada_kawai_spring_layout.hpp
24079,1,24079,/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/ms-sql.cfg;/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/ms-sql.cfg
24063,1,24063,/usr/local/boost_old/include/boost/preprocessor/tuple/reverse.hpp;/usr/local/boost/include/boost/preprocessor/tuple/reverse.hpp
24031,1,24031,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/t/ddl_i18n_utf8.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/t/ddl_i18n_utf8.test
24029,1,24029,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/extra/rpl_tests/type_conversions.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/extra/rpl_tests/type_conversions.test
24025,1,24025,/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/pg.cfg;/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/pg.cfg
23994,3,7998,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/funcs_2/data/charset_utf8.txt;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/funcs_2/data/charset_utf8.txt;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/std_data/charset_utf8.txt;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/std_data/charset_utf8.txt
23980,1,23980,/usr/local/boost_old/include/boost/regex/v4/w32_regex_traits.hpp;/usr/local/boost/include/boost/regex/v4/w32_regex_traits.hpp
23941,1,23941,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/date_formats.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/date_formats.result
23921,1,23921,/usr/local/boost_old/include/boost/function_types/detail/synthesize_impl/arity20_1.hpp;/usr/local/boost/include/boost/function_types/detail/synthesize_impl/arity20_1.hpp
23918,1,23918,/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/db2.cfg;/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/db2.cfg
23893,1,23893,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/std_data/bug30435_5k.txt;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/std_data/bug30435_5k.txt
23880,1,23880,/usr/local/boost_old/include/boost/gil/extension/io/tiff_io.hpp;/usr/local/boost/include/boost/gil/extension/io/tiff_io.hpp
23841,1,23841,/usr/local/boost_old/include/boost/phoenix/operator/preprocessed/member_10.hpp;/usr/local/boost/include/boost/phoenix/operator/preprocessed/member_10.hpp
23814,1,23814,/usr/local/boost_old/include/boost/proto/transform/detail/preprocessed/pack_impl.hpp;/usr/local/boost/include/boost/proto/transform/detail/preprocessed/pack_impl.hpp
23809,1,23809,/usr/local/boost_old/include/boost/graph/directed_graph.hpp;/usr/local/boost/include/boost/graph/directed_graph.hpp
23808,3,7936,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/std_data/ndb_backup50/BACKUP-1.2.ctl;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/std_data/ndb_backup50/BACKUP-1.1.ctl;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/std_data/ndb_backup50/BACKUP-1.2.ctl;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/std_data/ndb_backup50/BACKUP-1.1.ctl
23789,1,23789,/usr/local/boost_old/include/boost/numeric/odeint/algebra/default_operations.hpp;/usr/local/boost/include/boost/numeric/odeint/algebra/default_operations.hpp
23788,1,23788,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/std_data/ndb_backup51_data_le/BACKUP-1-0.1.Data;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/std_data/ndb_backup51_data_le/BACKUP-1-0.1.Data
23781,1,23781,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/innodb/t/innodb-index.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/innodb/t/innodb-index.test
23744,1,23744,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/t/ddl_i18n_koi8r.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/t/ddl_i18n_koi8r.test
23699,1,23699,/usr/local/boost_old/include/boost/chrono/io_v1/chrono_io.hpp;/usr/local/boost/include/boost/chrono/io_v1/chrono_io.hpp
23671,1,23671,/usr/local/boost_old/include/boost/concept_archetype.hpp;/usr/local/boost/include/boost/concept_archetype.hpp
23659,1,23659,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/extra/rpl_tests/rpl_row_basic.test;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/extra/rpl_tests/rpl_row_basic.test
23635,1,23635,/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/frontbase.cfg;/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/frontbase.cfg
23617,1,23617,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/jp/r/jp_insert_utf8.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/jp/r/jp_insert_utf8.result
23611,1,23611,/usr/local/boost_old/include/boost/python/suite/indexing/detail/indexing_suite_detail.hpp;/usr/local/boost/include/boost/python/suite/indexing/detail/indexing_suite_detail.hpp
23611,1,23611,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/partition_column.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/partition_column.result
23594,1,23594,/usr/local/boost_old/include/boost/regex/pending/unicode_iterator.hpp;/usr/local/boost/include/boost/regex/pending/unicode_iterator.hpp
23592,1,23592,/usr/local/boost_old/include/boost/multiprecision/cpp_int/multiply.hpp;/usr/local/boost/include/boost/multiprecision/cpp_int/multiply.hpp
23591,1,23591,/usr/local/boost_old/include/boost/function_types/detail/synthesize_impl/arity20_0.hpp;/usr/local/boost/include/boost/function_types/detail/synthesize_impl/arity20_0.hpp
23563,1,23563,/usr/local/boost_old/include/boost/phoenix/function/detail/preprocessed/function_operator_20.hpp;/usr/local/boost/include/boost/phoenix/function/detail/preprocessed/function_operator_20.hpp
23527,1,23527,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/r/re_string_range.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/r/re_string_range.result
23496,1,23496,/usr/local/mysql-5.5.28-osx10.6-x86_64/man/man1/mysqladmin.1;/usr/local/mysql-5.5.28-osx10.6-x86_64/man/man1/mysqladmin.1
23468,1,23468,/usr/local/boost_old/include/boost/spirit/home/classic/phoenix/functions.hpp;/usr/local/boost/include/boost/spirit/home/classic/phoenix/functions.hpp
23461,1,23461,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_mgm_lc2_memory.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_mgm_lc2_memory.result
23461,1,23461,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_mgm_lc1_memory.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_mgm_lc1_memory.result
23445,1,23445,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/archive_gis.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/r/archive_gis.result
23439,1,23439,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/inc/partition_auto_increment.inc;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/inc/partition_auto_increment.inc
23436,1,23436,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/extra/rpl_tests/rpl_mixing_engines.inc;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/extra/rpl_tests/rpl_mixing_engines.inc
23433,1,23433,/usr/local/boost_old/include/boost/algorithm/string/detail/finder.hpp;/usr/local/boost/include/boost/algorithm/string/detail/finder.hpp
23431,1,23431,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/r/re_string_range_set.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/engines/funcs/r/re_string_range_set.result
23409,1,23409,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_mgm_lc2_myisam.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_mgm_lc2_myisam.result
23409,1,23409,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_mgm_lc1_myisam.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_mgm_lc1_myisam.result
23409,1,23409,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_mgm_lc2_innodb.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_mgm_lc2_innodb.result
23409,1,23409,/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_mgm_lc1_innodb.result;/usr/local/mysql-5.5.28-osx10.6-x86_64/mysql-test/suite/parts/r/partition_mgm_lc1_innodb.result
23404,1,23404,/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/interbase-superserver.cfg;/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/interbase-superserver.cfg
23392,1,23392,/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/interbase-dialect1.cfg;/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/interbase-dialect1.cfg
23384,1,23384,/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/interbase-dialect3.cfg;/usr/local/mysql-5.5.28-osx10.6-x86_64/sql-bench/limits/interbase-dialect3.cfg
23378,1,23378,/usr/local/boost_old/include/boost/spirit/home/karma/string/symbols.hpp;/usr/local/boost/include/boost/spirit/home/karma/string/symbols.hpp
23374,1,23374,/usr/local/mysql-5.5.28-osx10.6-x86_64/bin/mysqld_multi;/usr/local/mysql-5.5.28-osx10.6-x86_64/bin/mysqld_multi
